,BoilingPoint,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BertzCT,Chi0,Chi0v,Chi1,Chi1v,Chi2v,Chi3n,Chi3v,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,SMR_VSA1,SMR_VSA9,SlogP_VSA2,TPSA,EState_VSA5,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState3,VSA_EState6,VSA_EState7,VSA_EState8,HeavyAtomCount,NHOHCount,NumHDonors,MolLogP,MolMR,fr_Al_OH,fr_Al_OH_noTert,fr_ether,fr_unbrch_alkane
sample_22,305.6,5.111111111,0.333333333,5.111111111,0.427929947,59.112,50.04,59.07349929,26,-0.001792424,-0.328262981,0.328262981,0.001792424,1.5,1.5,1.5,14.57041235,10.45009159,1.666426206,-1.810489515,1.57743801,-2.064711671,4.3196211,0.83435855,8.0,3.577350269,3.154700538,1.732050808,1.488033872,1.244016936,0.0,0.0,0.0,-0.04,3.245112498,3.96,1.297837838,1128.96,26.80902595,5.733667477,13.8474744,6.041840829,0.0,0.0,0.0,6.041840829,26.02,0.0,0.0,5.733667477,0.0,0.0,0.333333333,0.0,3.888888889,4,2,1,0.3535,19.3234,0,0,0,0
sample_220,341.3,5.462191358,0.356481481,5.462191358,0.434375602,92.569,83.497,92.03927797,32,0.030476536,-0.12332142,0.12332142,0.030476536,1.8,2.0,2.0,35.49574354,10.37900381,1.82718749,-1.87093679,1.948459717,-1.809259945,6.197823105,0.895165382,17.60964047,4.28445705,4.418350469,2.27005561,2.347359012,1.934060302,0.56255164,0.87115834,0.0,0.29,9.651484454,5.29,2.523100233,4.29,38.1373436,0.0,6.9237372,13.34455882,5.377087868,0.0,0.0,5.377087868,0.0,0.0,6.9237372,11.60093989,0.0,0.356481481,0.0,1.070987654,4.054783951,5,0,0,2.0237,25.606,0,0,0,0
sample_221,323.8,4.75,0.384259259,4.75,0.451276793,74.123,64.043,74.07316494,32,0.051459641,-0.382035216,0.382035216,0.051459641,1.4,1.6,1.6,16.4726865,10.49066285,1.781845891,-1.943288484,1.77414549,-1.937576376,4.265421592,0.133869219,17.60964047,4.28445705,3.98559856,2.27005561,1.798651089,1.28445705,0.471404521,0.471404521,0.0,-0.04,9.651484454,4.96,2.212525253,3.96,32.9476226,4.736862954,0.0,13.8474744,7.109797541,4.736862954,0.0,13.21376393,9.23,0.0,0.0,4.736862954,4.75,0.0,0.0,0.384259259,4.0,5,0,0,1.0412,22.145,0,0,1,0
sample_222,501.1,8.08625,0.195,8.08625,0.469062812,90.122,80.042,90.06807956,38,0.043137008,-0.396375038,0.396375038,0.043137008,0.833333333,1.166666667,1.333333333,16.25500966,10.34192939,1.768324594,-1.852909603,1.802227409,-1.849294283,4.300373468,0.242052885,17.509775,4.828427125,3.722854316,2.914213562,2.132455532,1.154320377,0.566227766,0.566227766,0.223606798,-0.08,20.98630086,5.92,4.92,3.92,37.42254488,10.21305479,0.0,12.84164325,13.21376393,10.21305479,0.0,23.42681872,40.46,0.0,0.0,10.21305479,0.0,16.1725,0.0,1.4375,0.39,6,2,2,-0.2488,23.4056,2,2,0,1
sample_223,453.9,8.37962963,-0.592592593,8.37962963,0.465744149,90.122,80.042,90.06807956,38,0.076783694,-0.390738324,0.390738324,0.076783694,1.0,1.166666667,1.166666667,16.3254052,10.2649997,1.992383274,-2.032005433,1.851480228,-2.168293412,4.504670033,0.043828662,26.52932501,5.154700538,4.049127729,2.64273441,2.004431651,1.481206843,0.698142397,0.698142397,0.0,-0.08,13.60964047,5.92,2.157216947,2.175102041,37.42254488,10.21305479,0.0,13.8474744,0.0,10.21305479,0.0,22.42098757,40.46,0.0,0.0,10.21305479,0.0,16.75925926,0.0,-1.185185185,3.092592593,6,2,2,-0.252,23.3616,2,2,0,0
sample_224,336.1,5.291666667,0.384259259,5.291666667,0.486540067,73.139,62.051,73.08914935,32,0.000780537,-0.32799795,0.32799795,0.000780537,1.8,2.0,2.0,14.58649798,10.28820324,1.791892011,-1.914194524,1.767400543,-2.112308601,4.427525784,0.714592479,17.60964047,4.28445705,3.86180732,2.27005561,2.026038674,1.385532175,0.643950551,0.643950551,0.0,-0.04,9.651484454,4.96,2.212525253,3.96,33.17396807,5.733667477,6.9237372,13.34455882,6.041840829,0.0,0.0,6.041840829,26.02,0.0,6.9237372,5.733667477,0.0,0.0,0.384259259,1.083333333,4.074074074,5,2,1,0.7436,23.9404,0,0,0,0
sample_225,317.6,5.354166667,0.0,5.354166667,0.449469808,73.139,62.051,73.08914935,32,0.006857357,-0.325816088,0.325816088,0.006857357,1.2,1.2,1.2,14.66511263,10.14598723,1.95045176,-2.058722205,1.875871289,-2.258026974,4.595679201,0.579944103,19.11941548,4.5,4.077350269,2.0,1.788675135,2.366025404,0.0,0.0,0.0,-0.04,3.609640474,4.96,0.976756002,9507.96,33.17396807,5.733667477,0.0,20.7712116,5.538925252,0.0,0.0,5.538925252,26.02,0.0,0.0,5.733667477,0.0,0.0,0.0,0.0,5.895833333,5,2,1,0.7436,23.9404,0,0,0,0
sample_226,414.5,7.947361111,0.71875,7.947361111,0.465965109,83.134,74.062,83.07349929,34,0.062124328,-0.198347393,0.198347393,0.062124328,1.666666667,2.333333333,2.5,14.21894117,10.27183048,1.737934108,-1.7688119,1.881503128,-1.62394724,4.661614208,0.821687325,51.44900955,4.828427125,4.068533939,2.914213562,2.28426697,1.261667274,0.642133485,0.642133485,0.255833637,-0.51,20.98630086,5.49,4.49,3.49,38.59159917,0.0,13.34455882,6.420821623,6.420821623,0.0,6.069221313,0.0,23.79,0.0,12.99295851,5.261891555,0.0,7.947361111,2.068611111,2.903333333,2.080694444,6,0,0,1.70018,25.138,0,0,0,1
sample_227,304.3,3.673611111,1.111111111,3.673611111,0.41363968,70.135,60.055,70.07825032,30,-0.03543505,-0.10015122,0.10015122,0.03543505,1.8,2.0,2.0,13.74471729,10.27982622,1.672290132,-1.793114555,1.882965703,-1.581958371,4.842142228,1.109844829,35.30296891,4.28445705,3.914213562,2.27005561,1.914213562,1.310660172,0.603553391,0.603553391,0.0,-0.26,9.651484454,4.74,2.007379679,3.74,33.50941645,0.0,12.49684173,13.34455882,0.0,0.0,0.0,0.0,0.0,5.57310453,13.50267288,0.0,0.0,0.0,0.0,1.111111111,7.800925926,5,0,0,1.9725,25.105,0,0,0,0
sample_228,311.7,2.083333333,1.37962963,2.083333333,0.382123818,70.135,60.055,70.07825032,30,-0.04422297,-0.089013173,0.089013173,0.04422297,1.4,1.6,1.6,13.68031815,10.34436208,1.600853717,-1.735429034,1.820259356,-1.515714831,4.882754528,1.364792869,38.0,4.28445705,4.077350269,2.27005561,1.866025404,1.366025404,0.577350269,0.577350269,0.0,-0.26,9.651484454,4.74,2.007379679,3.74,33.50941645,0.0,11.64912464,20.7712116,0.0,0.0,0.0,0.0,0.0,5.57310453,19.92349451,0.0,0.0,0.0,0.0,2.083333333,6.203703704,5,0,0,1.9725,25.105,0,0,0,0
sample_229,293.2,3.560185185,0.648148148,3.560185185,0.412737286,70.135,60.055,70.07825032,30,-0.029309968,-0.10282411,0.10282411,0.029309968,1.6,1.8,1.8,13.79748942,10.22698363,1.733921099,-1.837191163,1.867761171,-1.706534833,4.688146152,0.834576074,27.01955001,4.28445705,3.86180732,2.27005561,1.896282162,1.479719196,0.471404521,0.471404521,0.0,-0.26,9.651484454,4.74,2.007379679,3.74,33.50941645,0.0,19.92349451,5.917906046,0.0,0.0,0.0,0.0,0.0,0.0,20.42641008,0.0,0.0,0.0,0.0,1.916666667,7.768518519,5,0,0,1.8284,25.035,0,0,0,0
sample_23,321.6,5.027777778,0.819444444,5.027777778,0.463270918,59.112,50.04,59.07349929,26,-0.007990569,-0.330483922,0.330483922,0.007990569,1.75,2.0,2.0,14.50403766,10.51596725,1.551191232,-1.697660194,1.569151062,-1.929268237,4.189231718,0.932294123,5.245112498,3.414213562,2.991563832,1.914213562,1.615355072,0.788675135,0.288675135,0.288675135,0.0,-0.04,6.854752972,3.96,2.96,1.96,26.80902595,5.733667477,6.9237372,12.96557803,0.0,0.0,0.0,6.544756406,26.02,0.0,6.9237372,5.733667477,0.0,0.0,0.0,1.097222222,2.875,4,2,1,0.3551,19.3454,0,0,0,0
sample_230,453.1,5.394182099,0.774691358,5.394182099,0.41661113,141.041,130.961,140.0159557,44,0.022296279,-0.126716964,0.126716964,0.022296279,0.714285714,1.142857143,1.428571429,35.49675187,10.27297974,1.818410512,-1.880790488,1.968661234,-1.766232532,6.177453657,0.780351296,25.26112493,5.535533906,5.803320744,3.414213562,3.603567451,2.194553591,0.767261242,1.301783726,0.743723405,0.58,35.50960993,7.58,6.58,6.58,54.80555194,0.0,6.420821623,12.84164325,11.76000689,0.0,0.0,11.76000689,0.0,6.420821623,0.0,23.20187978,0.0,0.0,0.0,3.384475309,0.0,7,0,0,2.6343,35.291,0,0,0,2
sample_231,367.6,10.14351852,0.212962963,10.14351852,0.468771093,86.134,76.054,86.07316494,36,0.131853462,-0.299739639,0.299739639,0.131853462,1.5,1.666666667,1.666666667,16.13778272,10.14212376,1.944954956,-1.903615814,1.890562366,-1.98111544,5.768269316,-0.119241126,54.95878456,5.154700538,4.48559856,2.64273441,2.147499818,1.765350948,0.81305253,0.81305253,0.0,-0.33,13.60964047,5.67,1.956513691,1.942479564,38.36054159,0.0,13.8474744,6.9237372,5.917906046,4.794537184,0.0,5.783244946,17.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.384259259,6,0,0,1.2314,25.519,0,0,0,0
sample_232,361.6,10.03194444,-0.212962963,10.03194444,0.460747983,102.133,92.053,102.0680796,42,0.3023791,-0.463155993,0.463155993,0.3023791,1.571428571,2.0,2.0,16.54066754,10.47549527,1.930422711,-2.013883791,1.850230748,-2.059405794,5.6553786,-0.144076112,66.48040588,5.86180732,4.89384685,3.125897658,2.298651089,1.658187544,0.401665913,0.401665913,0.331927305,-0.53,19.09358393,6.47,2.61092148,5.47,43.47408681,4.736862954,0.0,13.8474744,6.9237372,9.531400138,0.0,12.07327168,26.3,6.9237372,4.736862954,0.0,4.611111111,0.0,0.0,0.025462963,5.044444444,7,0,0,0.9579,26.902,0,0,1,0
sample_233,450.1,9.930324074,-0.706018519,9.930324074,0.566818917,102.133,92.053,102.0680796,42,0.305694553,-0.481034157,0.481034157,0.305694553,1.857142857,2.285714286,2.285714286,16.36634726,10.12804396,2.045179513,-1.959439113,1.971594575,-2.062828662,5.687484809,-0.140671429,68.48040588,5.86180732,4.639918936,3.180739213,2.409111418,1.647533529,1.033943437,1.033943437,0.174620426,-0.53,27.9770933,6.47,2.61092148,2.201261426,43.15477534,5.106527395,13.8474744,6.420821623,0.0,9.901064579,0.0,11.07583268,37.3,0.0,0.0,5.106527395,0.0,8.181990741,0.0,0.717592593,3.556666667,7,1,1,1.1171,27.0908,0,0,0,0
sample_234,375.9,9.647083333,-0.942731481,9.647083333,0.498767382,101.125,92.053,101.0608031,42,0.04138344,-0.550171862,0.550171862,0.04138344,1.714285714,2.285714286,2.428571429,16.36511468,10.25367727,1.801959583,-1.950431502,1.891016567,-2.207479283,5.634815642,-0.305322182,59.10049401,5.698670613,4.437816924,3.27005561,2.468908462,1.475561859,0.734454231,0.734454231,0.321114263,-0.53,29.01955001,6.47,3.652815356,5.47,43.15477534,9.901064579,13.34455882,12.84164325,5.969305288,9.901064579,0.0,5.969305288,40.13,0.0,0.0,0.0,0.0,9.647083333,0.0,1.86787037,1.947361111,7,0,0,-0.0735,24.532,0,0,0,0
sample_235,379.6,3.284722222,1.25,3.284722222,0.457636228,85.15,74.062,85.08914935,36,-0.00489114,-0.316732581,0.316732581,0.00489114,0.833333333,1.5,1.666666667,14.85190959,10.16954661,1.931635663,-2.081750218,1.959406478,-2.205539925,4.545105364,0.520040197,19.40990953,4.242640687,4.035533906,3.0,2.707106781,1.810660172,1.207106781,1.207106781,0.801776695,-0.04,34.39946188,4.127785235,2.189674339,0.976756002,38.74305052,5.316788604,6.420821623,25.93115606,0.0,0.0,0.0,13.08951281,12.03,32.35197768,5.316788604,0.0,0.0,3.284722222,0.0,4.215277778,2.5,6,1,1,0.7599,26.7207,0,0,0,0
sample_236,386.3,8.402777778,0.097222222,8.402777778,0.468517338,88.15,76.054,88.088815,38,0.047898837,-0.395831217,0.395831217,0.047898837,1.333333333,1.5,1.5,16.25193113,9.990177424,2.045413936,-2.109637708,2.085284525,-2.090477918,4.553198578,0.176584893,33.69332843,5.207106781,4.654320377,2.560660172,2.169781157,2.718774055,0.474341649,0.474341649,0.0,-0.04,12.16479704,5.96,1.605659929,3.96,38.99325324,5.106527395,20.7712116,5.414990469,6.606881965,5.106527395,0.0,11.71340936,20.23,0.0,0.0,5.106527395,0.0,8.402777778,0.0,0.0,6.25,6,1,1,1.0248,26.5408,1,1,0,0
sample_237,337.0,5.538981481,0.721348262,5.538981481,0.576904457,158.285,136.109,158.1670653,68,0.049116373,-0.380898616,0.380898616,0.049116373,0.909090909,1.272727273,1.545454545,16.47427643,10.1140917,2.007637348,-2.1188762,2.043731928,-2.098325998,4.493146209,0.077988226,70.94196247,8.690234444,8.391375954,5.201907263,4.779257532,3.564297491,2.198584704,2.198584704,0.706112569,-0.04,242.1673463,10.96,6.656627418,6.361606426,71.13727529,4.736862954,40.53659204,11.83581209,13.21376393,4.736862954,0.0,13.21376393,9.23,12.84164325,27.6949488,4.736862954,5.538981481,0.0,0.0,2.445448318,10.73954034,11,0,0,3.0952,49.729,0,0,1,0
sample_238,332.1,5.731111111,0.44587963,5.731111111,0.575526242,158.285,136.109,158.1670653,68,0.055007719,-0.375569696,0.375569696,0.055007719,0.909090909,1.272727273,1.545454545,16.49646365,10.17801556,2.052141261,-2.173164966,2.077504814,-2.159056584,4.53729174,-0.000490229,70.94196247,8.690234444,8.391375954,5.201907263,4.856815202,3.334667468,1.855018415,1.855018415,1.345709528,-0.04,209.9082179,10.96,6.656627418,6.361606426,71.13727529,4.736862954,26.68911765,26.68911765,0.0,4.736862954,0.0,12.20793278,9.23,25.68328649,27.6949488,4.736862954,5.731111111,0.0,0.0,5.713318689,8.722236867,11,0,0,3.3802,49.825,0,0,1,0
sample_239,328.4,4.9375,0.041666667,4.9375,0.43498738,88.15,76.054,88.088815,38,0.059425208,-0.379103597,0.379103597,0.059425208,1.166666667,1.333333333,1.333333333,16.4858882,10.18266724,2.034737671,-2.136597244,2.015449047,-2.149045194,4.546678721,0.039726571,33.69332843,5.207106781,4.90824829,2.560660172,2.112372436,2.316496581,0.612372436,0.612372436,0.0,-0.04,12.16479704,5.96,1.605659929,3.96,39.31256471,4.736862954,0.0,20.7712116,7.109797541,4.736862954,0.0,12.71084835,9.23,0.0,0.0,4.736862954,4.9375,0.0,0.0,0.0,6.0625,6,0,0,1.4313,26.762,0,0,1,0
sample_24,276.0,2.0,2.0,2.0,0.384462781,59.112,50.04,59.07349929,26,-0.01400105,-0.312431966,0.312431966,0.01400105,1.0,1.0,1.0,15.00850169,11.01149831,1.57633596,-1.900768976,1.472941823,-1.993141823,4.088581424,0.505418576,8.0,3.577350269,3.447213595,1.732050808,1.341640786,1.341640786,0.0,0.0,0.0,-0.04,3.245112498,3.96,1.297837838,1128.96,27.22896893,4.899909731,0.0,21.14301595,0.0,0.0,0.0,26.04292568,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.1778,19.611,0,0,0,0
sample_240,331.7,4.803240741,0.675925926,4.803240741,0.493896567,88.15,76.054,88.088815,38,0.048471768,-0.384423923,0.384423923,0.048471768,1.5,2.0,2.0,16.46203105,10.24500861,1.852865312,-1.972528361,1.876334947,-1.955974007,4.346527599,0.166585795,25.11941548,4.991563832,4.692705341,2.77005561,2.259872254,1.849188651,0.5,0.5,0.333333333,-0.04,14.83446686,5.96,3.161612903,3.96,39.31256471,4.736862954,13.8474744,5.917906046,13.71667951,4.736862954,0.0,13.71667951,9.23,0.0,13.8474744,4.736862954,4.803240741,0.0,0.0,0.0,5.131944444,6,0,0,1.2888,26.714,0,0,1,0
sample_241,377.6,5.214583333,0.855,5.214583333,0.513017738,87.166,74.062,87.10479942,38,-0.00772772,-0.330473505,0.330473505,0.00772772,1.333333333,2.0,2.166666667,14.50860523,10.2530351,1.748813783,-1.861788465,1.878231848,-1.960764238,4.344792574,0.727165922,15.90013453,4.828427125,4.405777394,2.914213562,2.615355072,1.495781916,0.807677536,0.807677536,0.394337567,-0.04,20.98630086,5.96,4.96,3.96,39.53891018,5.733667477,19.76538045,12.96557803,0.0,0.0,0.0,6.544756406,26.02,19.26246487,6.9237372,5.733667477,0.0,0.0,0.0,3.754166667,3.03125,6,2,1,1.1353,28.5794,0,0,0,1
sample_242,417.3,3.884259259,1.210648148,3.884259259,0.471998368,93.129,86.073,93.05784922,36,0.029653004,-0.264459387,0.264459387,0.029653004,1.571428571,2.428571429,2.714285714,14.60479004,10.32897016,1.72680636,-1.816591041,1.876841177,-1.689657457,5.039518347,1.269506564,134.1073697,5.112884175,4.256614672,3.39384685,2.260414715,1.530375534,0.809419993,0.809419993,0.448139192,-0.85,47.19725257,4.312601626,1.73496748,0.999576996,43.01599321,0.0,6.066367068,18.55355576,12.39368714,0.0,0.0,4.983978521,12.89,5.563451492,4.983978521,0.0,0.0,0.0,3.946759259,3.604166667,2.020833333,7,0,0,1.39002,28.974,0,0,0,0
sample_243,353.5,2.180555556,1.232638889,2.180555556,0.416546486,80.13,72.066,80.06260026,32,-0.031275172,-0.084240196,0.084240196,0.031275172,0.833333333,1.333333333,1.5,13.83677686,10.18910375,1.770264863,-1.878115516,1.975858502,-1.671877236,5.065699632,1.036238619,66.03910002,4.242640687,3.723614639,3.0,2.316496581,1.433654969,0.883276638,0.883276638,0.54203502,-0.52,34.39946188,3.662481752,1.806655656,0.712724173,38.17892438,0.0,24.30408043,12.84164325,0.0,0.0,0.0,0.0,0.0,12.84164325,24.30408043,0.0,0.0,0.0,0.0,11.0,0.0,6,0,0,1.8926,27.514,0,0,0,0
sample_244,345.9,2.162037037,1.166666667,2.162037037,0.416546486,80.13,72.066,80.06260026,32,-0.013534173,-0.080473077,0.080473077,0.013534173,1.666666667,2.5,2.666666667,13.92143018,10.27813794,1.855883052,-1.783456115,2.062123648,-1.582421449,5.199998965,1.252956597,96.60593782,4.405777394,3.939157589,2.89384685,2.217143482,1.645295832,0.956652011,0.956652011,0.554283084,-0.52,33.54887502,3.662481752,1.292071331,0.509721079,38.17892438,0.0,23.80116485,13.34455882,0.0,0.0,0.0,0.0,0.0,11.99392615,25.15179752,0.0,0.0,0.0,0.0,7.560185185,2.138888889,6,0,0,1.8926,27.514,0,0,0,0
sample_245,341.9,3.655092593,1.064814815,3.655092593,0.42498877,82.146,72.066,82.07825032,34,-0.040121057,-0.095870095,0.095870095,0.040121057,1.0,1.166666667,1.166666667,13.83606507,10.18910375,1.768337083,-1.878847201,1.977890224,-1.669086488,5.186852457,1.38506597,66.03910002,5.154700538,4.414213562,2.64273441,1.957106781,1.560660172,0.728553391,0.728553391,0.0,-0.52,13.60964047,5.48,1.806655656,1.767356322,39.18475554,0.0,24.30408043,13.8474744,0.0,0.0,0.0,0.0,0.0,0.0,13.15787137,0.0,0.0,0.0,0.0,0.0,11.2037037,6,0,0,2.1386,29.628,0,0,0,0
sample_246,332.6,3.550416667,1.059027778,3.550416667,0.361191602,82.146,72.066,82.07825032,34,-0.031876741,-0.103071831,0.103071831,0.031876741,1.0,1.333333333,1.5,13.72037083,10.30467681,1.655321196,-1.761368043,1.857561008,-1.558176871,4.73743295,1.059324289,36.0,4.828427125,3.983127663,2.914213562,2.132993162,1.154700538,0.574914957,0.574914957,0.23570226,-0.52,20.98630086,5.48,4.48,3.48,39.18475554,0.0,12.15204021,12.84164325,0.0,0.0,0.0,0.0,0.0,0.0,13.15787137,0.0,0.0,0.0,0.0,5.899166667,7.100833333,6,0,0,2.1386,29.628,0,0,0,1
sample_247,436.8,8.042882653,0.73,8.042882653,0.494506228,97.161,86.073,97.08914935,40,0.062124508,-0.198347392,0.198347392,0.062124508,1.428571429,2.142857143,2.571428571,14.2197739,10.20485604,1.791852376,-1.841926486,1.950670924,-1.680782889,4.666953841,0.733751415,61.07049634,5.535533906,4.77564072,3.414213562,2.78426697,1.615220664,0.892133485,0.892133485,0.454056942,-0.51,35.50960993,6.49,5.49,5.49,44.95654128,0.0,19.76538045,6.420821623,6.420821623,0.0,6.069221313,0.0,23.79,12.84164325,12.99295851,5.261891555,0.0,8.042882653,2.1025,4.218333333,2.136284014,7,0,0,2.09028,29.755,0,0,0,2
sample_248,314.4,3.631944444,0.305555556,3.631944444,0.394652759,84.162,72.066,84.09390038,36,-0.020584523,-0.10255392,0.10255392,0.020584523,1.333333333,1.5,1.5,14.04703317,9.978329572,1.991654251,-2.077519337,2.114142197,-1.957665508,4.818747322,0.545620282,45.54887502,5.207106781,4.78445705,2.560660172,2.196923425,2.570149549,0.612372436,0.612372436,0.0,-0.26,12.16479704,5.74,1.459492115,3.74,39.87435857,0.0,26.84723171,5.414990469,0.0,0.0,0.0,0.0,0.0,0.0,27.35014728,0.0,0.0,0.0,0.0,1.9375,10.00694444,6,0,0,2.2185,29.652,0,0,0,0
sample_249,340.5,2.208333333,1.168981481,2.208333333,0.427711459,84.162,72.066,84.09390038,36,-0.037684641,-0.086163057,0.086163057,0.037684641,1.5,2.0,2.0,13.74572763,10.27999109,1.669432143,-1.79669013,1.884945341,-1.580813705,4.908446922,1.175477704,47.05865003,4.991563832,4.78445705,2.77005561,2.404030206,1.689722705,0.612372436,0.612372436,0.40824829,-0.26,14.83446686,5.74,2.950970464,3.74,39.87435857,0.0,18.57286184,20.26829602,0.0,0.0,0.0,0.0,0.0,11.99392615,26.84723171,0.0,0.0,0.0,0.0,3.377314815,6.375,6,0,0,2.3626,29.722,0,0,0,0
sample_25,268.7,3.361111111,1.638888889,3.361111111,0.396333969,54.092,48.044,54.04695019,22,-0.070082308,-0.099086737,0.099086737,0.070082308,1.0,1.25,1.25,13.37805379,10.64557975,1.2909089,-1.441711418,1.522153786,-1.210320249,4.880053786,2.147579751,21.01955001,3.414213562,2.568914101,1.914213562,1.149829914,0.471404521,0.166666667,0.166666667,0.0,-0.52,6.854752972,3.48,2.48,1.48,26.45487131,0.0,25.30991158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.15787137,0.0,0.0,0.0,0.0,3.277777778,6.722222222,4,0,0,1.3584,20.394,0,0,0,0
sample_250,327.3,3.631435185,0.699074074,3.631435185,0.449886252,84.162,72.066,84.09390038,36,-0.026726309,-0.102813988,0.102813988,0.026726309,1.833333333,2.333333333,2.333333333,13.89866469,10.12646571,1.838198854,-1.934487318,1.975999598,-1.800059585,4.719897468,0.699932562,37.30296891,4.991563832,4.568914101,2.808060412,2.434286965,1.621234435,1.046319478,1.046319478,0.166666667,-0.26,19.80026906,5.74,2.950970464,2.007379679,39.87435857,0.0,26.34431613,5.917906046,0.0,0.0,0.0,0.0,0.0,6.420821623,20.42641008,0.0,0.0,0.0,0.0,3.184027778,7.950231481,6,0,0,2.2185,29.652,0,0,0,0
sample_251,386.6,10.14351852,0.212962963,10.14351852,0.468771093,86.134,76.054,86.07316494,36,0.131853462,-0.299739639,0.299739639,0.131853462,1.5,1.666666667,1.666666667,16.13778272,10.14212376,1.944954956,-1.903615814,1.890562366,-1.98111544,5.768269316,-0.119241126,54.95878456,5.154700538,4.48559856,2.64273441,2.147499818,1.765350948,0.81305253,0.81305253,0.0,-0.33,13.60964047,5.67,1.956513691,1.942479564,38.36054159,0.0,13.8474744,6.9237372,5.917906046,4.794537184,0.0,5.783244946,17.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.384259259,6,0,0,1.2314,25.519,0,0,0,0
sample_252,401.5,9.679679705,0.743888889,9.679679705,0.388394177,100.161,88.065,100.088815,42,0.119490197,-0.303402908,0.303402908,0.119490197,1.428571429,2.142857143,2.571428571,16.12871959,10.20493641,1.795703253,-1.852705261,1.940238087,-1.733735371,5.484088504,-0.107462301,41.44467836,5.535533906,4.814025684,3.414213562,2.851057332,1.662448582,0.925528666,0.925528666,0.477670901,-0.33,35.50960993,6.67,5.67,5.67,44.7254837,4.794537184,19.76538045,6.420821623,6.420821623,4.794537184,0.0,6.286160523,17.07,12.84164325,6.9237372,0.0,0.0,0.0,0.0,5.190555556,2.129764739,7,0,0,1.7656,30.206,0,0,0,2
sample_253,396.6,10.41180556,0.377314815,10.41180556,0.527852924,100.161,88.065,100.088815,42,0.132126006,-0.299729471,0.299729471,0.132126006,1.428571429,2.0,2.142857143,16.13775208,10.18576697,1.907917965,-1.86719045,1.904076028,-1.907808344,5.773123157,-0.118284766,57.20035948,5.698670613,5.029568634,3.308060412,2.825444489,1.642228525,0.923176335,0.923176335,0.455615463,-0.33,31.91663524,6.67,3.846366843,3.501720078,44.7254837,0.0,13.8474744,6.420821623,12.84164325,4.794537184,0.0,5.783244946,17.07,0.0,0.0,0.0,0.0,0.0,0.0,2.45537037,3.922175926,7,0,0,1.7656,30.206,0,0,0,0
sample_254,385.1,10.19083333,-0.195046296,10.19083333,0.508859154,116.16,104.064,116.0837296,48,0.302389049,-0.46287245,0.46287245,0.302389049,1.75,2.25,2.375,16.54123532,10.31179294,1.985311577,-2.061122888,1.938929103,-2.094276686,5.655775764,-0.145027161,78.59772061,6.568914101,5.600953631,3.66390246,2.836655892,1.828298262,0.942063073,0.942063073,0.36665101,-0.53,42.84459141,7.47,3.469267037,3.652815356,49.83902893,4.736862954,6.9237372,13.34455882,6.9237372,9.531400138,0.0,12.07327168,26.3,6.9237372,0.0,4.736862954,4.760416667,0.0,0.0,0.964861111,5.278935185,8,0,0,1.348,31.519,0,0,1,0
sample_255,369.1,10.23715278,-0.327546296,10.23715278,0.446385432,116.16,104.064,116.0837296,48,0.302646116,-0.46015067,0.46015067,0.302646116,1.375,1.75,1.75,16.55147841,10.17713724,2.112000639,-2.168894578,2.050470458,-2.212515096,5.65907278,-0.151403807,89.19188266,6.78445705,5.816496581,3.416502219,2.612372436,2.706016132,0.449914957,0.449914957,0.431186218,-0.53,23.0053905,7.47,2.158633812,5.47,49.83902893,4.736862954,0.0,20.7712116,6.9237372,9.531400138,0.0,11.5703561,26.3,6.9237372,0.0,4.736862954,4.798611111,0.0,0.0,0.0,6.932986111,8,0,0,1.348,31.519,0,0,1,0
sample_256,383.0,10.52060185,-0.118055556,10.52060185,0.506664867,116.16,104.064,116.0837296,48,0.307851069,-0.465780805,0.465780805,0.307851069,1.625,2.125,2.25,16.53264961,10.22531994,2.044027232,-2.013470742,1.933602134,-2.101408281,5.708663929,-0.146234443,76.59772061,6.568914101,5.600953631,3.680739213,2.847405879,1.906748834,0.758000987,0.758000987,0.308925565,-0.53,45.11498676,7.47,3.469267037,2.61092148,49.83902893,4.736862954,13.8474744,6.9237372,0.0,9.531400138,0.0,12.57618725,26.3,0.0,4.736862954,0.0,4.664351852,0.0,0.0,0.0,5.923888889,8,0,0,1.2055,31.471,0,0,1,0
