,BoilingPoint,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BertzCT,Chi0,Chi0v,Chi1,Chi1v,Chi2v,Chi3n,Chi3v,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,SMR_VSA1,SMR_VSA9,SlogP_VSA2,TPSA,EState_VSA5,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState3,VSA_EState6,VSA_EState7,VSA_EState8,HeavyAtomCount,NHOHCount,NumHDonors,MolLogP,MolMR,fr_Al_OH,fr_Al_OH_noTert,fr_ether,fr_unbrch_alkane
sample_160,388.8,2.303240741,0.87962963,2.303240741,0.528634716,114.232,96.088,114.1408506,50,-0.039635053,-0.065108513,0.065108513,0.039635053,1.0,1.375,1.375,14.11563569,9.911130323,2.056448461,-2.148097934,2.167631346,-2.041614127,4.567649527,0.361985987,42.0,6.568914101,6.568914101,3.718744015,3.718744015,2.820593172,1.991563832,1.991563832,1.231484176,0.0,47.19725257,8.0,3.9375,2.34375,53.29384583,0.0,40.53659204,11.83581209,0.0,0.0,0.0,0.0,0.0,12.84164325,27.6949488,0.0,0.0,0.0,0.0,2.68287037,9.150462963,8,0,0,3.0786,38.91,0,0,0,0
sample_161,398.1,2.255898526,1.364795918,2.255898526,0.480610605,114.232,96.088,114.1408506,50,-0.053316205,-0.065382383,0.065382383,0.053316205,0.625,1.0,1.25,13.89465923,10.13249414,1.829101335,-1.933064926,2.027759235,-1.734405856,4.386659235,0.624494144,25.01955001,6.242640687,6.242640687,3.914213562,3.914213562,2.414213562,1.457106781,1.457106781,0.853553391,0.0,61.49961227,8.0,7.0,6.0,53.29384583,0.0,52.37240414,0.0,0.0,0.0,0.0,0.0,0.0,38.52492974,13.8474744,0.0,0.0,0.0,0.0,8.488202948,4.511797052,8,0,0,3.3668,39.05,0,0,0,3
sample_162,383.0,2.305555556,0.508680556,2.305555556,0.491153963,114.232,96.088,114.1408506,50,-0.035701171,-0.065108393,0.065108393,0.035701171,1.25,1.625,1.625,14.22041489,9.806372605,2.163916717,-2.250176954,2.265740082,-2.151714523,4.669358784,0.254474317,56.92878689,6.78445705,6.78445705,3.481380475,3.481380475,3.675321265,2.090770275,2.090770275,0.612372436,0.0,35.64737585,8.0,2.52,2.34375,53.29384583,0.0,41.03950762,11.33289652,0.0,0.0,0.0,0.0,0.0,6.420821623,34.618686,0.0,0.0,0.0,0.0,1.295138889,11.42997685,8,0,0,3.0786,38.91,0,0,0,0
sample_163,372.4,2.284722222,0.521990741,2.284722222,0.491153963,114.232,96.088,114.1408506,50,-0.038018218,-0.062753722,0.062753722,0.038018218,1.125,1.5,1.5,14.16363839,9.863629649,2.105102869,-2.194935125,2.225953592,-2.076585448,4.620951579,0.32031651,54.92878689,6.78445705,6.78445705,3.416502219,3.416502219,4.158631167,1.020620726,1.020620726,1.224744871,0.0,23.0053905,8.0,2.52,6.0,53.29384583,0.0,34.618686,17.75371814,0.0,0.0,0.0,0.0,0.0,6.420821623,34.618686,0.0,0.0,0.0,0.0,1.326388889,11.39236111,8,0,0,3.0786,38.91,0,0,0,0
sample_164,387.9,2.31712963,0.541666667,2.31712963,0.517234096,114.232,96.088,114.1408506,50,-0.033377097,-0.064863327,0.064863327,0.033377097,1.25,1.625,1.625,14.23602865,9.790669788,2.180156537,-2.265263314,2.28365865,-2.165368076,4.686056226,0.239800876,60.4385619,6.78445705,6.78445705,3.504035845,3.504035845,3.496835125,2.474179755,2.474179755,0.40824829,0.0,38.33669273,8.0,2.52,1.851851852,53.29384583,0.0,41.03950762,11.33289652,0.0,0.0,0.0,0.0,0.0,6.420821623,34.618686,0.0,0.0,0.0,0.0,1.282407407,11.44675926,8,0,0,3.0786,38.91,0,0,0,0
sample_165,413.4,5.314444444,0.954861111,5.314444444,0.5020749,130.231,112.087,130.1357652,56,0.046543272,-0.381452815,0.381452815,0.046543272,0.888888889,1.333333333,1.666666667,16.47284916,10.33341206,1.839502441,-1.990580851,1.90770816,-1.946512817,4.333957112,0.12823475,37.83229392,6.949747468,6.650888978,4.414213562,3.991563832,2.319479217,1.28445705,1.28445705,0.594861352,-0.04,103.687916,8.96,7.96,7.96,58.40739106,4.736862954,26.68911765,12.84164325,13.21376393,4.736862954,0.0,13.21376393,9.23,25.68328649,13.8474744,4.736862954,5.314444444,0.0,0.0,4.908411281,6.277144274,9,0,0,2.6032,40.635,0,0,1,4
sample_166,457.8,8.752651172,0.371527778,8.752651172,0.604543152,130.231,112.087,130.1357652,56,0.045866246,-0.396088351,0.396088351,0.045866246,1.333333333,2.0,2.333333333,16.25097618,10.00801711,2.009387876,-2.082473119,2.099064609,-2.028692246,4.530245216,0.212200352,48.52932501,7.112884175,6.560097771,4.346065215,3.9551862,2.599076405,1.801474985,1.801474985,0.917309963,-0.04,99.31601295,8.96,6.085628141,4.462512563,58.08807958,5.106527395,33.10993927,12.33872767,6.606881965,5.106527395,0.0,11.71340936,20.23,19.26246487,13.8474744,5.106527395,0.0,8.752651172,0.0,4.828935185,4.691608088,9,1,1,2.1951,40.3918,1,1,0,0
sample_167,510.8,4.181203704,1.060185185,4.181203704,0.531191558,129.162,122.106,129.0578492,48,0.070143484,-0.256266728,0.256266728,0.070143484,0.9,1.7,2.6,14.63666362,10.20860264,1.860975395,-1.910524464,2.0735016,-1.729604618,5.772036346,1.413490226,275.7051383,6.811554788,5.48866548,4.966326495,3.264497758,2.196103125,1.512225264,1.512225264,1.016070174,-1.37,348.5704618,5.417604503,2.102543035,0.75988141,59.33271563,0.0,24.26546827,12.13273414,11.58306779,0.0,0.0,4.983978521,12.89,5.386224214,17.11671266,0.0,0.0,1.199074074,12.085,1.80787037,0.0,10,0,0,2.2348,41.743,0,0,0,0
sample_168,438.6,3.82537037,1.120925926,3.82537037,0.531525396,118.179,108.099,118.0782503,46,-0.023325206,-0.09551616,0.09551616,0.023325206,1.222222222,1.777777778,2.111111111,13.91348653,10.1143164,1.856700947,-1.94275242,2.080061367,-1.722021815,5.601862017,1.583312385,196.538112,6.690234444,5.593858127,4.304530453,3.014236993,2.14635549,1.266588348,1.266588348,0.722670649,-1.04,129.2253387,6.085628141,2.492201094,1.425448346,55.83662643,0.0,42.48387556,12.48718869,0.0,0.0,0.0,0.0,0.0,5.563451492,18.71166982,0.0,0.0,0.0,10.15787037,0.0,5.83462963,9,0,0,2.7197,41.15,0,0,0,0
sample_169,486.6,11.0224537,-0.256388889,11.0224537,0.601336803,150.177,140.097,150.0680796,58,0.337607127,-0.462391326,0.462391326,0.337607127,1.363636364,2.0,2.545454545,16.53210316,10.21218798,2.019198474,-1.987226026,1.994187472,-2.030087656,5.887018454,0.052614805,228.5778659,8.104448007,6.410354708,5.342535255,3.564713809,2.086495584,1.284923245,1.284923245,0.788663298,-1.31,380.1758005,7.793199174,3.760481303,2.075224642,65.80129679,4.736862954,18.19910121,19.05647134,0.0,9.531400138,0.0,12.57618725,26.3,0.0,0.0,4.736862954,4.788981481,0.0,8.955574452,0.0,2.216832955,11,0,0,1.8633,42.3985,0,0,1,0
sample_17,231.1,2.125,1.25,2.125,0.385470659,44.097,36.033,44.06260026,20,-0.059038364,-0.065645441,0.065645441,0.059038364,1.333333333,1.333333333,1.333333333,13.42571365,10.59728635,1.352374439,-1.476058244,1.558813651,-1.269613651,3.917713651,1.089286349,0.0,2.707106781,2.707106781,1.414213562,1.414213562,0.707106781,0.0,0.0,0.0,0.0,2.754887502,3.0,2.0,0.0,21.46913526,0.0,20.26829602,0.0,0.0,0.0,0.0,0.0,0.0,6.420821623,13.8474744,0.0,0.0,0.0,0.0,1.25,4.25,3,0,0,1.4163,15.965,0,0,0,0
sample_170,425.6,2.203703704,0.658518519,2.203703704,0.534261738,120.195,108.099,120.0939004,48,-0.021882386,-0.062248395,0.062248395,0.021882386,1.0,1.555555556,1.888888889,13.98379891,10.04379619,1.928657057,-2.011643296,2.111238317,-1.829334461,5.170386828,0.866630375,162.6530014,6.690234444,5.964101615,4.304530453,3.354059275,2.565384141,1.466239158,1.466239158,0.837939098,-0.78,129.2253387,6.341654501,2.674337261,1.562760731,56.52622946,0.0,44.17930974,11.48135754,0.0,0.0,0.0,0.0,0.0,5.563451492,38.11294267,0.0,0.0,0.0,10.51972222,0.0,4.407407407,9,0,0,2.81,40.531,0,0,0,0
sample_171,438.3,2.18287037,1.145509259,2.18287037,0.533979067,120.195,108.099,120.0939004,48,-0.030481429,-0.061984847,0.061984847,0.030481429,1.222222222,1.888888889,2.333333333,13.94860235,10.07944432,1.889422843,-1.979885628,2.055028504,-1.821368474,5.244766685,1.109316098,188.984728,6.690234444,6.016507858,4.342535255,3.388010441,2.280038013,1.642156173,1.642156173,1.006776424,-0.78,130.6510251,6.341654501,2.674337261,1.317455005,56.52622946,0.0,31.18920547,24.47146181,0.0,0.0,0.0,0.0,0.0,11.12690298,38.11294267,0.0,0.0,0.0,8.494537037,1.145509259,4.334490741,9,0,0,2.55742,40.557,0,0,0,0
sample_172,435.2,2.175925926,1.139166667,2.175925926,0.533979067,120.195,108.099,120.0939004,48,-0.03074375,-0.061294135,0.061294135,0.03074375,1.111111111,1.666666667,2.111111111,13.90544354,10.12297888,1.843420356,-1.939181251,2.017825263,-1.772792389,5.203157073,1.135447082,171.734728,6.690234444,6.016507858,4.325698503,3.382027377,2.33915195,1.52885073,1.52885073,0.823781258,-0.78,129.2253387,6.341654501,2.674337261,1.562760731,56.52622946,0.0,36.75265697,18.90801031,0.0,0.0,0.0,0.0,0.0,11.12690298,38.11294267,0.0,0.0,0.0,8.655092593,1.139166667,4.281851852,9,0,0,2.55742,40.557,0,0,0,0
sample_173,437.9,2.1875,1.354166667,2.1875,0.493392712,120.195,108.099,120.0939004,48,-0.039754683,-0.056365285,0.056365285,0.039754683,0.666666667,0.888888889,1.111111111,13.93108972,10.09758413,1.868892865,-1.96465117,2.057339501,-1.776682552,5.266192905,1.322148357,160.8005151,6.853371151,6.232050808,4.18154055,3.232050808,2.665063509,1.366025404,1.366025404,1.202350269,-0.78,85.75693819,6.341654501,2.218872017,1.562760731,56.52622946,0.0,34.88945568,20.7712116,0.0,0.0,0.0,0.0,0.0,16.69035448,38.9703128,0.0,0.0,0.0,6.5625,0.0,6.375,9,0,0,2.61186,40.653,0,0,0,0
sample_174,432.4,2.201388889,1.209166667,2.201388889,0.56249167,120.195,108.099,120.0939004,48,-0.028149798,-0.065065438,0.065065438,0.028149798,1.111111111,1.777777778,2.333333333,13.9003054,10.12769108,1.840213419,-1.932640245,1.999513259,-1.783584189,5.137484571,0.921838868,152.9490958,6.527097737,5.800964908,4.431851653,3.471343774,2.23559856,1.381499797,1.381499797,0.933352372,-0.78,145.1665367,6.341654501,3.285913486,1.883546785,56.52622946,0.0,43.67639416,11.98427311,0.0,0.0,0.0,0.0,0.0,18.40509474,37.25557254,0.0,0.0,0.0,10.57157407,2.449259259,2.201388889,9,0,0,2.6391,40.437,0,0,0,0
sample_175,449.3,2.157407407,1.384259259,2.157407407,0.493392712,120.195,108.099,120.0939004,48,-0.039248261,-0.061721298,0.061721298,0.039248261,0.888888889,1.333333333,1.666666667,13.9724152,10.05578526,1.913063529,-2.00364452,2.094041189,-1.823337345,5.310663899,1.267079069,191.028337,6.853371151,6.232050808,4.215214055,3.244016936,2.516808827,1.875462792,1.875462792,0.897791891,-0.78,109.7375151,6.341654501,2.218872017,1.12568089,56.52622946,0.0,18.19910121,37.46156607,0.0,0.0,0.0,0.0,0.0,16.69035448,38.9703128,0.0,0.0,0.0,6.377314815,0.0,6.439814815,9,0,0,2.61186,40.653,0,0,0,0
sample_176,442.5,2.203703704,1.345462963,2.203703704,0.493392712,120.195,108.099,120.0939004,48,-0.039501562,-0.059043014,0.059043014,0.039501562,0.888888889,1.555555556,2.0,13.94626318,10.0821164,1.88515951,-1.979045687,2.070680833,-1.794119222,5.282337095,1.300050727,211.278337,6.853371151,6.232050808,4.198377303,3.238033872,2.58771324,1.662410764,1.662410764,0.891346035,-0.78,104.2009193,6.341654501,2.218872017,1.317455005,56.52622946,0.0,23.7625527,31.89811458,0.0,0.0,0.0,0.0,0.0,16.69035448,38.9703128,0.0,0.0,0.0,6.502314815,0.0,6.392407407,9,0,0,2.61186,40.653,0,0,0,0
sample_177,488.4,11.01270833,0.204282407,11.01270833,0.501755282,138.21,124.098,138.1044651,56,0.155678092,-0.294844131,0.294844131,0.155678092,1.4,2.0,2.4,16.13770495,9.7723719,2.246603359,-2.266209533,2.323749925,-2.202449174,5.912207331,-0.116515215,186.9049472,7.776020882,6.899812122,4.494800481,3.695687977,3.974770033,1.817563683,1.817563683,1.665893013,-0.59,106.4562509,7.516269926,2.223844673,1.693077005,62.12487586,0.0,19.42057893,24.8355694,6.420821623,4.794537184,0.0,5.783244946,17.07,5.57310453,13.8474744,0.0,0.0,0.0,0.0,3.549930556,6.307152778,10,0,0,2.3218,41.779,0,0,0,0
sample_178,429.9,2.300204082,1.100694444,2.300204082,0.5318701,126.243,108.099,126.1408506,54,-0.041438638,-0.065372252,0.065372252,0.041438638,1.111111111,1.777777778,2.333333333,14.16479635,9.863208869,2.104582515,-2.197021753,2.262244051,-2.043491578,4.638994316,0.336397722,57.6836744,6.527097737,6.527097737,4.431851653,4.431851653,3.292710979,2.421668296,2.421668296,1.884063091,0.0,145.1665367,7.111111111,3.92,2.380165289,58.65295679,0.0,51.86948856,5.917906046,0.0,0.0,0.0,0.0,0.0,44.94575136,6.9237372,0.0,0.0,0.0,0.0,10.43243481,2.300204082,9,0,0,3.3668,41.483,0,0,0,0
sample_179,419.3,2.302083333,0.666666667,2.302083333,0.542240487,128.259,108.099,128.1565006,56,-0.030793472,-0.064853384,0.064853384,0.030793472,0.666666667,0.888888889,0.888888889,14.25101542,9.776190328,2.195985601,-2.278909671,2.328090611,-2.149848968,4.715433133,0.239836829,42.92878689,7.328427125,7.328427125,4.242640687,4.242640687,2.914213562,3.0,3.0,1.5,0.0,93.40990953,9.0,3.92,2.0,59.65878794,0.0,53.37823529,5.414990469,0.0,0.0,0.0,0.0,0.0,25.68328649,27.6949488,0.0,0.0,0.0,0.0,5.375,9.208333333,9,0,0,3.6128,43.597,0,0,0,0
sample_18,280.5,5.131944444,0.924444444,5.131944444,0.491869888,102.177,88.065,102.1044651,44,0.04629007,-0.381474012,0.381474012,0.04629007,1.0,1.428571429,1.714285714,16.47275948,10.49070475,1.774252674,-1.948960976,1.810103765,-1.917563926,4.247448375,0.135272616,23.3609904,5.535533906,5.236675415,3.414213562,2.991563832,1.612372436,0.696923425,0.696923425,0.390737207,-0.04,35.50960993,6.96,5.96,5.96,45.67750683,4.736862954,13.8474744,12.84164325,13.21376393,4.736862954,0.0,13.21376393,9.23,0.0,13.8474744,4.736862954,5.131944444,0.0,0.0,2.277777778,6.090277778,7,0,0,1.823,31.401,0,0,1,2
sample_180,424.0,2.263711026,1.3671875,2.263711026,0.47772438,128.259,108.099,128.1565006,56,-0.053306317,-0.065382383,0.065382383,0.053306317,0.555555556,0.888888889,1.222222222,13.91819297,10.10979408,1.852948367,-1.955447537,2.051292973,-1.757105915,4.410192973,0.601794085,33.30296891,6.949747468,6.949747468,4.414213562,4.414213562,2.767766953,1.707106781,1.707106781,1.030330086,0.0,103.687916,9.0,8.0,8.0,59.65878794,0.0,58.79322576,0.0,0.0,0.0,0.0,0.0,0.0,44.94575136,13.8474744,0.0,0.0,0.0,0.0,9.972577948,4.527422052,9,0,0,3.7569,43.667,0,0,0,4
sample_181,413.4,2.326388889,0.446180556,2.326388889,0.506984426,128.259,108.099,128.1565006,56,-0.030817843,-0.064853205,0.064853205,0.030817843,0.888888889,1.222222222,1.222222222,14.3494641,9.677924454,2.296652064,-2.374959198,2.395580801,-2.279150269,4.798821537,0.126492163,82.70165767,7.707106781,7.707106781,3.810660172,3.810660172,4.487436867,2.914213562,2.914213562,0.530330086,0.0,49.09358393,9.0,2.319526627,2.0,59.65878794,0.0,47.96324482,10.82998094,0.0,0.0,0.0,0.0,0.0,6.420821623,41.5424232,0.0,0.0,0.0,0.0,1.260416667,13.81423611,9,0,0,3.4687,43.527,0,0,0,0
sample_182,561.1,11.0257224,-0.429244615,11.0257224,0.664865161,194.186,184.106,194.0579088,74,0.33734222,-0.465417519,0.465417519,0.33734222,0.857142857,1.142857143,1.357142857,16.52664103,10.13382336,2.075428837,-2.003839301,2.059683542,-2.037812907,5.92680959,0.058648142,304.6445604,10.55204176,7.942394239,6.68507051,3.954360367,2.560513517,1.727095512,1.727095512,0.978095655,-1.84,1533.476531,10.24223684,4.4113234,2.097507874,81.44130624,9.473725908,0.0,24.26546827,0.0,19.06280028,0.0,26.15820566,52.6,38.48506336,9.473725908,0.0,9.015640117,0.0,6.047962963,0.0,0.0,14,0,0,1.2598,49.121,0,0,2,0
sample_183,480.8,2.258425926,1.301759259,2.258425926,0.508629721,132.206,120.11,132.0939004,52,-0.027602667,-0.061974403,0.061974403,0.027602667,0.8,1.3,1.8,14.10849832,9.920457715,2.054300106,-2.133853191,2.191966859,-2.003193075,5.282254732,0.685465716,200.234849,6.811554788,6.137828202,4.966326495,4.03445705,2.97581711,2.260616132,2.260616132,1.676176864,-0.78,348.5704618,5.964482443,2.451790186,0.94200167,61.88534042,0.0,24.26546827,36.81018948,0.0,0.0,0.0,0.0,0.0,25.68328649,24.26546827,0.0,0.0,0.0,8.80287037,5.37537037,0.0,10,0,0,2.5654,43.084,0,0,0,0
sample_184,456.5,2.225138889,1.233472222,2.225138889,0.595730956,134.222,120.11,134.1095504,54,-0.027897295,-0.065371072,0.065371072,0.027897295,1.1,1.8,2.4,13.92809457,10.10058883,1.868760189,-1.958948496,2.025781076,-1.811008987,5.138501419,0.794984947,164.6530014,7.234204519,6.50807169,4.931851653,3.971343774,2.58915195,1.661829883,1.661829883,1.025578078,-0.78,251.6671623,7.32845987,4.102460622,2.218872017,62.89117158,0.0,43.67639416,18.40509474,0.0,0.0,0.0,0.0,0.0,24.82591636,37.25557254,0.0,0.0,0.0,10.64955593,3.829610733,2.225138889,10,0,0,3.0292,45.054,0,0,0,0
sample_185,442.3,2.224537037,0.292916667,2.224537037,0.51140067,134.222,120.11,134.1095504,54,-0.013185421,-0.062248045,0.062248045,0.013185421,0.9,1.4,1.7,14.15505355,9.872663875,2.107334848,-2.17532697,2.200996298,-2.095107891,5.214575082,0.590084548,191.028337,7.612884175,6.886751346,4.605171716,3.660683603,3.616025404,1.639814472,1.639814472,0.938152853,-0.78,165.6373293,7.32845987,2.451790186,1.598288066,62.89117158,0.0,51.10304694,10.97844196,0.0,0.0,0.0,0.0,0.0,5.563451492,51.10304694,0.0,0.0,0.0,10.55199074,0.0,6.673611111,10,0,0,2.9841,45.142,0,0,0,0
sample_186,450.3,2.212962963,0.653333333,2.212962963,0.553258492,134.222,120.11,134.1095504,54,-0.021882053,-0.059041992,0.059041992,0.021882053,1.0,1.5,1.9,14.0042386,10.02448253,1.948374226,-2.031653154,2.131527672,-1.848672205,5.228177045,0.86584421,193.7832245,7.560477932,6.886751346,4.698377303,3.764742878,3.065384141,1.744016936,1.744016936,0.951353092,-0.78,180.9125147,7.32845987,2.869483956,1.598288066,62.89117158,0.0,43.67639416,18.40509474,0.0,0.0,0.0,0.0,0.0,11.12690298,45.03667987,0.0,0.0,0.0,8.712962963,0.0,6.541111111,10,0,0,3.11842,45.268,0,0,0,0
sample_187,454.3,2.277777778,1.146666667,2.277777778,0.58312047,134.222,120.11,134.1095504,54,-0.030733986,-0.061720355,0.061720355,0.030733986,1.0,1.5,1.9,13.94970206,10.07945022,1.889663478,-1.980727093,2.050521044,-1.827646192,5.225426859,1.086815907,181.6982132,7.397341225,6.723614639,4.863703305,3.942687549,2.527057686,1.807889833,1.807889833,1.069490284,-0.78,235.2901528,7.32845987,3.403772294,1.598288066,62.89117158,0.0,38.11294267,23.96854623,0.0,0.0,0.0,0.0,0.0,11.12690298,38.11294267,0.0,0.0,0.0,8.773796296,2.293333333,4.378518519,10,0,0,2.8114,45.198,0,0,0,0
sample_188,456.6,2.207175926,1.156759259,2.207175926,0.58312047,134.222,120.11,134.1095504,54,-0.030470989,-0.06197458,0.06197458,0.030470989,0.9,1.3,1.6,13.99090283,10.03782842,1.933596513,-2.01963005,2.084173244,-1.877229376,5.26090714,1.037332137,177.9482132,7.397341225,6.723614639,4.880540058,3.948670613,2.47581711,1.880189288,1.880189288,1.2473215,-0.78,238.975896,7.32845987,3.403772294,1.381397845,62.89117158,0.0,38.11294267,23.96854623,0.0,0.0,0.0,0.0,0.0,11.12690298,38.11294267,0.0,0.0,0.0,8.632592593,2.313518519,4.405740741,10,0,0,2.8114,45.198,0,0,0,0
sample_189,445.9,2.243055556,0.766111111,2.243055556,0.583095072,134.222,120.11,134.1095504,54,-0.025564397,-0.062455891,0.062455891,0.025564397,1.1,1.7,2.2,13.99230107,10.03612885,1.935619476,-2.020736471,2.054703547,-1.917788035,5.142587045,0.647129754,174.4896155,7.397341225,6.671208396,4.7876937,3.827185822,3.083569555,1.486775213,1.486775213,1.085497855,-0.78,195.625462,7.32845987,3.403772294,2.218872017,62.89117158,0.0,44.17930974,17.90217916,0.0,0.0,0.0,0.0,0.0,11.98427311,44.17930974,0.0,0.0,0.0,10.61037037,1.195277778,4.486111111,10,0,0,2.8851,44.984,0,0,0,0
sample_19,370.4,7.875,0.319444444,7.875,0.463783983,60.096,52.032,60.05751488,26,0.04278928,-0.396387351,0.396387351,0.04278928,1.75,2.0,2.0,16.2498503,10.54757317,1.567711608,-1.689184781,1.608092833,-1.690852802,4.096361135,0.294768568,5.245112498,3.414213562,2.861427158,1.914213562,1.523334547,0.723606798,0.223606798,0.223606798,0.0,-0.04,6.854752972,3.96,2.96,1.96,26.26336901,5.106527395,6.9237372,6.420821623,6.606881965,5.106527395,0.0,11.71340936,20.23,0.0,0.0,5.106527395,0.0,7.875,0.0,0.875,2.25,4,1,1,0.3887,17.3768,1,1,0,0
sample_190,454.1,2.294470663,1.105277778,2.294470663,0.559672775,140.27,120.11,140.1565006,60,-0.041428751,-0.06538221,0.06538221,0.041428751,1.1,1.8,2.4,14.17068049,9.857824705,2.110549344,-2.202318139,2.26862753,-2.04837377,4.645127242,0.331253119,70.10749561,7.234204519,7.234204519,4.931851653,4.931851653,3.64626437,2.690670698,2.690670698,1.968614081,0.0,251.6671623,8.1,4.760330579,2.722222222,65.0178989,0.0,58.29031018,5.917906046,0.0,0.0,0.0,0.0,0.0,51.36657298,6.9237372,0.0,0.0,0.0,0.0,11.93358489,2.294470663,10,0,0,3.7569,46.1,0,0,0,0
sample_191,447.3,2.269883866,1.36882716,2.269883866,0.468408928,142.286,120.11,142.1721507,62,-0.053306146,-0.065382383,0.065382383,0.053306146,0.5,0.8,1.1,13.93587628,10.09293304,1.870847993,-1.972088862,2.068976277,-1.773966961,4.427876277,0.584933039,40.0,7.656854249,7.656854249,4.914213562,4.914213562,3.121320344,1.957106781,1.957106781,1.207106781,0.0,175.076748,10.0,9.0,8.0,66.02373006,0.0,65.21404738,0.0,0.0,0.0,0.0,0.0,0.0,51.36657298,13.8474744,0.0,0.0,0.0,0.0,11.46023227,4.539767731,10,0,0,4.147,48.284,0,0,0,5
sample_192,489.1,10.41384976,-1.101899565,10.41384976,0.565450581,183.271,164.119,183.1390534,76,0.066856646,-0.545189439,0.545189439,0.066856646,1.461538462,2.076923077,2.461538462,16.36574791,9.923811979,2.072965981,-2.156998406,2.194187493,-2.246062508,5.832318371,-0.299081723,172.9290923,10.26758471,8.636487537,6.112590865,5.004313505,3.511637234,2.367026005,2.367026005,1.375118111,-0.79,590.967043,12.21,6.69655533,5.449030487,80.65482499,9.901064579,46.10969657,17.9118322,0.0,9.901064579,0.0,5.969305288,40.13,6.420821623,20.42641008,0.0,0.0,10.41384976,0.0,5.025362339,7.713371914,13,0,0,1.899,52.07,0,0,0,0
sample_193,531.5,5.578333333,0.869166667,5.578333333,0.670036385,170.211,160.131,170.0731649,64,0.126927749,-0.457384598,0.457384598,0.126927749,0.538461538,0.923076923,1.307692308,16.48049519,10.30635327,1.919851315,-2.031129692,2.188761331,-1.809828901,5.29659759,0.482496726,315.8986487,8.932875131,7.181750982,6.449489743,4.229615496,2.728167132,1.722112591,1.722112591,1.113155983,-1.76,1589.71823,7.866895638,3.764211048,2.089799938,77.60204256,4.736862954,36.39820241,24.26546827,0.0,4.736862954,11.49902367,0.0,9.23,0.0,0.0,4.736862954,5.578333333,0.0,19.51666667,0.0,0.0,13,0,0,3.4789,52.958,0,0,1,0
sample_194,575.1,3.303888889,1.119166667,3.303888889,0.72580301,169.227,158.139,169.0891494,64,0.038370137,-0.355527192,0.355527192,0.038370137,0.538461538,0.923076923,1.307692308,14.86598216,10.25513839,1.893649743,-2.040031027,2.138511645,-1.873301255,5.582914534,1.550949229,315.8986487,8.932875131,7.273502692,6.449489743,4.321367205,2.857050808,1.836253271,1.836253271,1.209639038,-1.76,1589.71823,7.866895638,3.764211048,2.089799938,78.03835951,5.316788604,36.39820241,24.26546827,11.37477255,0.0,0.0,0.0,12.03,0.0,5.316788604,0.0,0.0,3.303888889,20.29111111,0.0,0.0,13,1,1,3.4302,56.1667,0,0,0,0
sample_195,567.1,11.54421249,-0.50819161,11.54421249,0.73136251,222.24,208.128,222.0892089,86,0.338495873,-0.462372422,0.462372422,0.338495873,0.9375,1.3125,1.625,16.5384904,10.08629355,2.173360075,-2.069618874,2.113294283,-2.132749928,6.025933163,0.047867235,347.3600797,11.96625533,9.356607801,7.701907263,5.135410682,2.986524143,1.917755673,1.917755673,1.25680636,-1.84,3922.2091,12.23062147,5.900534456,2.823480899,94.17119046,9.473725908,12.13273414,25.98020854,0.0,19.06280028,0.0,25.1523745,52.6,0.0,0.0,9.473725908,9.700359505,0.0,6.442908163,0.0,3.97394983,16,0,0,2.04,58.355,0,0,2,0
sample_196,476.3,2.314814815,0.642314815,2.314814815,0.61770292,162.276,144.132,162.1408506,66,-0.021872112,-0.061699697,0.061699697,0.021872112,0.833333333,1.25,1.583333333,14.07100593,9.959818582,2.016559576,-2.094837504,2.198082924,-1.913424738,5.270020248,0.833727865,222.7201524,9.137828202,8.464101615,5.609060905,4.708118551,3.979522067,2.244016936,2.244016936,1.277243392,-0.78,472.1116866,9.30912656,3.750450459,2.100913936,75.62105581,0.0,51.96041707,22.96271508,0.0,0.0,0.0,0.0,0.0,11.12690298,51.96041707,0.0,0.0,0.0,8.882037037,0.0,8.942222222,12,0,0,3.9334,54.62,0,0,0,0
sample_197,486.5,3.718992735,1.203333333,3.718992735,0.34551355,168.324,144.132,168.1878008,72,-0.035341293,-0.103082979,0.103082979,0.035341293,0.833333333,1.333333333,1.833333333,13.95367087,10.07640586,1.889567181,-1.987733102,2.087012644,-1.790271405,4.647284161,0.577538003,84.03910002,9.071067812,8.648418081,5.914213562,5.523603362,3.552224003,2.261801681,2.261801681,1.422558611,-0.26,488.925094,11.74,10.74,9.74,78.06401125,0.0,57.94550867,12.84164325,0.0,0.0,0.0,0.0,0.0,57.78739461,13.50267288,0.0,0.0,0.0,0.0,14.51306784,5.986932157,12,0,0,4.7032,57.424,0,0,0,7
